Index	Angle_in1	Angle_out1	Chord1	THmax/CH1	THmaxP1	SWA1	BOWA1	Angle_in2	Angle_out2	Chord2	THmax/CH2	THmaxP2	SWA2	BOWA2	Angle_in3	Angle_out3	Chord3	THmax/CH3	THmaxP3	SWA3	BOWA3
1	47.334176	-19.475661	0.098261	12.643960	0.475339	-0.004878	-0.007692	59.745599	27.599749	0.174856	10.913510	0.521732	-0.016561	-0.009661	61.405253	47.294158	0.170926	3.164804	0.457255	-0.007605	-0.011431
